sample	Extraction	Specimen	Species	Feature_name	OTU	abundance	run	barcode	database	Broad.group	Interpretation	Phylum	Class	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	R1	pR1	R2	pR2	R3	pR3	R4	pR4	R5	pR5	R6	pR6	R7	pR7	R8	pR8	R9	pR9	R10	pR10	R11	pR11	R12	pR12	R13	pR13	R14	pR14	R15	pR15	R16	pR16	R17	pR17	R18	pR18	R19	pR19	R20	pR20
229_Chun				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1512	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
229_Chun				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1224	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
230_Lych				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	426	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
230_Lych				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	344	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
231_Fors				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1179	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
231_Fors				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	984	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
232_Barg				0c63d69257e380381a6c8a1be50ba27d	Eukaryota_Ciliophora_Intramacronucleata_Conthreep_Oligohymenophorea_Tetrahymena	17	RUN2	261	SILVA138plus			Oligohymenophorea	Tetrahymena											Eukaryota	91.48	Ciliophora	91.48	Intramacronucleata	91.48	Conthreep	91.48	Oligohymenophorea	91.48	Tetrahymena	91.48	Tetrahymena sp	18.30																										
232_Barg				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1631	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
232_Barg				77baf0158d480ae24d20791149538f16	Eukaryota	137	RUN2	261	SILVA138plus															Eukaryota	86.72	Amorphea	17.48	Amoebozoa	17.48	Centrohelida	17.48	uncultured marine eukaryote	17.48		0	uncultured marine eukaryote	34.79																										
232_Barg				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1344	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
232_Barg				c03d531fdfb4a5673501d31fd3ab2a83	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	373	RUN2	261	SILVA138plus			Arthropoda	Crustacea											Eukaryota	88.70	Bilateria	88.70	Protostomia	88.70	Ecdysozoa	88.70	Arthropoda	88.70	Crustacea	88.70	Kiricephalus pattoni	17.74																										
232_Barg				c0ed873e91254066007722b13030db7c	Eukaryota	42	RUN2	261	SILVA138plus															Eukaryota	88.28	Amorphea	17.92	Amoebozoa	17.92	Centrohelida	17.92	uncultured marine eukaryote	17.92		0	uncultured marine eukaryote	17.92																										
232_Barg				c8a80aac1f05b6c8168e719fb08e73b0	Eukaryota_SAR_Ochrophyta_Ochromonadales_Paraphysomonas	25	RUN2	261	SILVA138plus			Paraphysomonas												Eukaryota	91.48	SAR	91.48	Ochrophyta	91.48	Ochromonadales	91.48	Paraphysomonas	73.22	Monas sp	18.41	Monas sp	18.41																										
232_Barg				cdf9fee210c1acfaa4d60ee3c47800e2	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	328	RUN2	261	SILVA138plus			Arthropoda	Crustacea											Eukaryota	88.70	Bilateria	88.70	Protostomia	88.70	Ecdysozoa	88.70	Arthropoda	88.70	Crustacea	88.70	Kiricephalus pattoni	17.74																										
232_Barg				d416cb1ae87a3580180f9b8e75d56d84	Eukaryota	45	RUN2	261	SILVA138plus															Eukaryota	90.36	Ascomycota	18.07	Pezizomycotina	18.07	Sordariomycetes	18.07	metagenome	18.07		0	metagenome	36.15																										
232_Barg				f29c63e18baadfd498a44bade32386fe	Eukaryota	135	RUN2	261	SILVA138plus															Eukaryota	88.90	Ascomycota	18.07	Pezizomycotina	18.07	Sordariomycetes	18.07	metagenome	18.07		0	metagenome	18.07																										
237_Chun				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	815	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
237_Chun				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	784	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
238_Gymn				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1871	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
238_Gymn				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1932	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
239_Barg				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	2079	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
239_Barg				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1771	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
240_Chun				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	778	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
240_Chun				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1077	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
179_Lych				ae50393ad36e2362973c6170b163ed06	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	61	RUN2	272	SILVA138plus			Siphonophorae												Eukaryota	92.21	Cnidaria	92.21	Hydrozoa	92.21	Hydroidolina	92.21	Siphonophorae	92.21	uncultured eukaryote	55.33	uncultured eukaryote	55.33																										
179_Lych				f6c66ddcb96a2bedaca91c9a4b1677aa	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	3140	RUN2	272	SILVA138plus			Siphonophorae												Eukaryota	92.21	Cnidaria	92.21	Hydrozoa	92.21	Hydroidolina	92.21	Siphonophorae	92.21	uncultured eukaryote	55.33	uncultured eukaryote	55.33																										
180_Reso				61f2df1c0bc536556e8d75b70e9a250a	Eukaryota	34	RUN2	272	SILVA138plus															Eukaryota	84.45	Amorphea	17.05	Amoebozoa	17.05	Centrohelida	17.05	uncultured marine eukaryote	17.05		0	uncultured marine eukaryote	17.05																										
180_Reso				ae50393ad36e2362973c6170b163ed06	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	15393	RUN2	272	SILVA138plus			Siphonophorae												Eukaryota	92.21	Cnidaria	92.21	Hydrozoa	92.21	Hydroidolina	92.21	Siphonophorae	92.21	uncultured eukaryote	55.33	uncultured eukaryote	55.33																										
180_Reso				e7779e3c38a186c4a3ea58600160fe1f	Eukaryota	31	RUN2	272	SILVA138plus															Eukaryota	86.27	Amorphea	17.01	Amoebozoa	17.01	Centrohelida	17.01	uncultured marine eukaryote	17.01		0	uncultured marine eukaryote	17.01																										
180_Reso				f6c66ddcb96a2bedaca91c9a4b1677aa	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	13602	RUN2	272	SILVA138plus			Siphonophorae												Eukaryota	92.21	Cnidaria	92.21	Hydrozoa	92.21	Hydroidolina	92.21	Siphonophorae	92.21	uncultured eukaryote	55.33	uncultured eukaryote	55.33																										
186_Reso				38b5c4e94cb0556efd881a708e7c4c56	Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae	56	RUN2	272	SILVA138plus			Chrysophyceae												Eukaryota	92.21	SAR	92.21	Stramenopiles	92.21	Ochrophyta	92.21	Chrysophyceae	92.21	Hydrurus foetidus	18.44	Hydrurus foetidus	18.44																										
186_Reso				3bc056ea32ddc6c5f9c3e9be7b347aee	Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata	40	RUN2	272	SILVA138plus			Vertebrata	Gnathostomata											Eukaryota	92.44	Bilateria	92.44	Deuterostomia	92.44	Chordata	92.44	Vertebrata	92.44	Gnathostomata	92.44	Rattus norvegicus	18.48																										
186_Reso				4dc35a5d36d2f5dcabaaa0548833e79b	Eukaryota_Ciliophora_Intramacronucleata_Conthreep_Phyllopharyngea_Suctoria	20	RUN2	272	SILVA138plus			Phyllopharyngea	Suctoria											Eukaryota	90.27	Ciliophora	90.27	Intramacronucleata	90.27	Conthreep	90.27	Phyllopharyngea	90.27	Suctoria	72.29	metagenome	18.26																										
186_Reso				58c3bedc857877bb82202ac39a7e43c8	Eukaryota_Ciliophora_Intramacronucleata_Conthreep_Phyllopharyngea_Suctoria	14	RUN2	272	SILVA138plus			Phyllopharyngea	Suctoria											Eukaryota	90.13	Ciliophora	90.13	Intramacronucleata	90.13	Conthreep	90.13	Phyllopharyngea	90.13	Suctoria	72.18	metagenome	18.24																										
186_Reso				5c4c51875f45829fd6515d8e41b3a980	Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae	56	RUN2	272	SILVA138plus			Chrysophyceae												Eukaryota	92.21	SAR	92.21	Stramenopiles	92.21	Ochrophyta	92.21	Chrysophyceae	92.21	Hydrurus foetidus	18.44	Hydrurus foetidus	18.44																										
186_Reso				5caca7cde84cb95493be5cd62296121f	Eukaryota_Basidiomycota_Ustilaginomycotina_Malasseziales_Malasseziaceae_Malassezia_uncultured fungus	46	RUN2	272	SILVA138plus			Malasseziaceae	Malassezia	uncultured fungus										Eukaryota	92.23	Basidiomycota	92.23	Ustilaginomycotina	92.23	Malasseziales	92.23	Malasseziaceae	92.23	Malassezia	92.23	uncultured fungus	92.23																										
186_Reso				61f2df1c0bc536556e8d75b70e9a250a	Eukaryota	13	RUN2	272	SILVA138plus															Eukaryota	84.45	Amorphea	17.05	Amoebozoa	17.05	Centrohelida	17.05	uncultured marine eukaryote	17.05		0	uncultured marine eukaryote	17.05																										
186_Reso				9ecc342e6fb43fd308b4ebb5adec50ee	Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata	60	RUN2	272	SILVA138plus			Vertebrata	Gnathostomata											Eukaryota	92.44	Bilateria	92.44	Deuterostomia	92.44	Chordata	92.44	Vertebrata	92.44	Gnathostomata	92.44	Rattus norvegicus	18.48																										
186_Reso				ae50393ad36e2362973c6170b163ed06	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	8635	RUN2	272	SILVA138plus			Siphonophorae												Eukaryota	92.21	Cnidaria	92.21	Hydrozoa	92.21	Hydroidolina	92.21	Siphonophorae	92.21	uncultured eukaryote	55.33	uncultured eukaryote	55.33																										
186_Reso				d65d11c1a4761728ac90f791fceb069d	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea_uncultured eukaryote	425	RUN2	272	SILVA138plus			Arthropoda	Crustacea	uncultured eukaryote										Eukaryota	92.24	Bilateria	73.79	Protostomia	73.79	Ecdysozoa	73.79	Arthropoda	73.79	Crustacea	73.79	uncultured eukaryote	92.24																										
186_Reso				e7779e3c38a186c4a3ea58600160fe1f	Eukaryota	14	RUN2	272	SILVA138plus															Eukaryota	86.27	Amorphea	17.01	Amoebozoa	17.01	Centrohelida	17.01	uncultured marine eukaryote	17.01		0	uncultured marine eukaryote	17.01																										
186_Reso				f6c66ddcb96a2bedaca91c9a4b1677aa	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	6851	RUN2	272	SILVA138plus			Siphonophorae												Eukaryota	92.21	Cnidaria	92.21	Hydrozoa	92.21	Hydroidolina	92.21	Siphonophorae	92.21	uncultured eukaryote	55.33	uncultured eukaryote	55.33																										
188_Barg				38b5c4e94cb0556efd881a708e7c4c56	Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae	165	RUN2	272	SILVA138plus			Chrysophyceae												Eukaryota	92.21	SAR	92.21	Stramenopiles	92.21	Ochrophyta	92.21	Chrysophyceae	92.21	Hydrurus foetidus	18.44	Hydrurus foetidus	18.44																										
188_Barg				5c4c51875f45829fd6515d8e41b3a980	Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae	179	RUN2	272	SILVA138plus			Chrysophyceae												Eukaryota	92.21	SAR	92.21	Stramenopiles	92.21	Ochrophyta	92.21	Chrysophyceae	92.21	Hydrurus foetidus	18.44	Hydrurus foetidus	18.44																										
188_Barg				61f2df1c0bc536556e8d75b70e9a250a	Eukaryota	100	RUN2	272	SILVA138plus															Eukaryota	84.45	Amorphea	17.05	Amoebozoa	17.05	Centrohelida	17.05	uncultured marine eukaryote	17.05		0	uncultured marine eukaryote	17.05																										
188_Barg				ae50393ad36e2362973c6170b163ed06	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	7224	RUN2	272	SILVA138plus			Siphonophorae												Eukaryota	92.21	Cnidaria	92.21	Hydrozoa	92.21	Hydroidolina	92.21	Siphonophorae	92.21	uncultured eukaryote	55.33	uncultured eukaryote	55.33																										
188_Barg				e7779e3c38a186c4a3ea58600160fe1f	Eukaryota	90	RUN2	272	SILVA138plus															Eukaryota	86.27	Amorphea	17.01	Amoebozoa	17.01	Centrohelida	17.01	uncultured marine eukaryote	17.01		0	uncultured marine eukaryote	17.01																										
188_Barg				f6c66ddcb96a2bedaca91c9a4b1677aa	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	6815	RUN2	272	SILVA138plus			Siphonophorae												Eukaryota	92.21	Cnidaria	92.21	Hydrozoa	92.21	Hydroidolina	92.21	Siphonophorae	92.21	uncultured eukaryote	55.33	uncultured eukaryote	55.33																										
189_Barg				38b5c4e94cb0556efd881a708e7c4c56	Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae	109	RUN2	272	SILVA138plus			Chrysophyceae												Eukaryota	92.21	SAR	92.21	Stramenopiles	92.21	Ochrophyta	92.21	Chrysophyceae	92.21	Hydrurus foetidus	18.44	Hydrurus foetidus	18.44																										
189_Barg				3bc056ea32ddc6c5f9c3e9be7b347aee	Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata	48	RUN2	272	SILVA138plus			Vertebrata	Gnathostomata											Eukaryota	92.44	Bilateria	92.44	Deuterostomia	92.44	Chordata	92.44	Vertebrata	92.44	Gnathostomata	92.44	Rattus norvegicus	18.48																										
189_Barg				5c4c51875f45829fd6515d8e41b3a980	Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae	127	RUN2	272	SILVA138plus			Chrysophyceae												Eukaryota	92.21	SAR	92.21	Stramenopiles	92.21	Ochrophyta	92.21	Chrysophyceae	92.21	Hydrurus foetidus	18.44	Hydrurus foetidus	18.44																										
189_Barg				5caca7cde84cb95493be5cd62296121f	Eukaryota_Basidiomycota_Ustilaginomycotina_Malasseziales_Malasseziaceae_Malassezia_uncultured fungus	87	RUN2	272	SILVA138plus			Malasseziaceae	Malassezia	uncultured fungus										Eukaryota	92.23	Basidiomycota	92.23	Ustilaginomycotina	92.23	Malasseziales	92.23	Malasseziaceae	92.23	Malassezia	92.23	uncultured fungus	92.23																										
189_Barg				61f2df1c0bc536556e8d75b70e9a250a	Eukaryota	109	RUN2	272	SILVA138plus															Eukaryota	84.45	Amorphea	17.05	Amoebozoa	17.05	Centrohelida	17.05	uncultured marine eukaryote	17.05		0	uncultured marine eukaryote	17.05																										
189_Barg				78c6c378f467e915083cddf5231ebe55	Eukaryota_Ciliophora_Intramacronucleata_Litostomatea_Haptoria_Hemiophrys	70	RUN2	272	SILVA138plus			Haptoria	Hemiophrys											Eukaryota	91.13	Ciliophora	91.13	Intramacronucleata	91.13	Litostomatea	91.13	Haptoria	91.13	Hemiophrys	73.03	uncultured eukaryote	18.43																										
189_Barg				9cf70395dc2753d13e28f92aef36de61	Eukaryota_Ciliophora_Intramacronucleata_Litostomatea_Haptoria_Hemiophrys	71	RUN2	272	SILVA138plus			Haptoria	Hemiophrys											Eukaryota	91.13	Ciliophora	91.13	Intramacronucleata	91.13	Litostomatea	91.13	Haptoria	91.13	Hemiophrys	73.03	uncultured eukaryote	18.43																										
189_Barg				9ecc342e6fb43fd308b4ebb5adec50ee	Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata	38	RUN2	272	SILVA138plus			Vertebrata	Gnathostomata											Eukaryota	92.44	Bilateria	92.44	Deuterostomia	92.44	Chordata	92.44	Vertebrata	92.44	Gnathostomata	92.44	Rattus norvegicus	18.48																										
189_Barg				ae50393ad36e2362973c6170b163ed06	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	9398	RUN2	272	SILVA138plus			Siphonophorae												Eukaryota	92.21	Cnidaria	92.21	Hydrozoa	92.21	Hydroidolina	92.21	Siphonophorae	92.21	uncultured eukaryote	55.33	uncultured eukaryote	55.33																										
189_Barg				d65d11c1a4761728ac90f791fceb069d	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea_uncultured eukaryote	833	RUN2	272	SILVA138plus			Arthropoda	Crustacea	uncultured eukaryote										Eukaryota	92.24	Bilateria	73.79	Protostomia	73.79	Ecdysozoa	73.79	Arthropoda	73.79	Crustacea	73.79	uncultured eukaryote	92.24																										
189_Barg				e7779e3c38a186c4a3ea58600160fe1f	Eukaryota	95	RUN2	272	SILVA138plus															Eukaryota	86.27	Amorphea	17.01	Amoebozoa	17.01	Centrohelida	17.01	uncultured marine eukaryote	17.01		0	uncultured marine eukaryote	17.01																										
189_Barg				eec649660f3677e698276da3cf6a1543	Eukaryota_Basidiomycota_Ustilaginomycotina_Malasseziales_Malasseziaceae_Malassezia_uncultured fungus	92	RUN2	272	SILVA138plus			Malasseziaceae	Malassezia	uncultured fungus										Eukaryota	92.23	Basidiomycota	92.23	Ustilaginomycotina	92.23	Malasseziales	92.23	Malasseziaceae	92.23	Malassezia	92.23	uncultured fungus	92.23																										
189_Barg				f6c66ddcb96a2bedaca91c9a4b1677aa	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae	8073	RUN2	272	SILVA138plus			Siphonophorae												Eukaryota	92.21	Cnidaria	92.21	Hydrozoa	92.21	Hydroidolina	92.21	Siphonophorae	92.21	uncultured eukaryote	55.33	uncultured eukaryote	55.33																										
191_Marr				0f3b2136a7c8f66b9740f4a19995ef52	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote	42	RUN2	272	SILVA138plus			Siphonophorae	uncultured eukaryote	uncultured eukaryote										Eukaryota	90.83	Cnidaria	90.83	Hydrozoa	90.83	Hydroidolina	90.83	Siphonophorae	90.83	uncultured eukaryote	90.83	uncultured eukaryote	90.83																										
191_Marr				38b5c4e94cb0556efd881a708e7c4c56	Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae	51	RUN2	272	SILVA138plus			Chrysophyceae												Eukaryota	92.21	SAR	92.21	Stramenopiles	92.21	Ochrophyta	92.21	Chrysophyceae	92.21	Hydrurus foetidus	18.44	Hydrurus foetidus	18.44																										
191_Marr				5c4c51875f45829fd6515d8e41b3a980	Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae	36	RUN2	272	SILVA138plus			Chrysophyceae												Eukaryota	92.21	SAR	92.21	Stramenopiles	92.21	Ochrophyta	92.21	Chrysophyceae	92.21	Hydrurus foetidus	18.44	Hydrurus foetidus	18.44																										
191_Marr				5caca7cde84cb95493be5cd62296121f	Eukaryota_Basidiomycota_Ustilaginomycotina_Malasseziales_Malasseziaceae_Malassezia_uncultured fungus	16	RUN2	272	SILVA138plus			Malasseziaceae	Malassezia	uncultured fungus										Eukaryota	92.23	Basidiomycota	92.23	Ustilaginomycotina	92.23	Malasseziales	92.23	Malasseziaceae	92.23	Malassezia	92.23	uncultured fungus	92.23																										
